product_id,product_type,face,,Tipo de producto,Modelo,Color,Forma,Codificación
44431,P-GG-IN-RC,GOOGLE,,,,,,
44432,P-GG-IN-RC,GOOGLE,,,,,,
44433,P-GG-IN-RC,GOOGLE,,,,,,
44434,P-GG-IN-RC,GOOGLE,,,,,,
44435,P-GG-IN-RC,GOOGLE,,,,,,
44436,P-GG-IN-RC,GOOGLE,,,,,,
44437,P-GG-IN-RC,GOOGLE,,,,,,
44438,P-GG-IN-RC,GOOGLE,,,,,,
44439,P-GG-IN-RC,GOOGLE,,,,,,
44440,P-GG-IN-RC,GOOGLE,,,,,,
44441,P-GG-IN-RC,GOOGLE,,,,,,
44442,P-GG-IN-RC,GOOGLE,,,,,,
44443,P-GG-IN-RC,GOOGLE,,,,,,
44444,P-GG-IN-RC,GOOGLE,,,,,,
44445,P-GG-IN-RC,GOOGLE,,,,,,
44446,P-GG-IN-RC,GOOGLE,,,,,,
44447,P-GG-IN-RC,GOOGLE,,,,,,
44448,P-GG-IN-RC,GOOGLE,,,,,,
44449,P-GG-IN-RC,GOOGLE,,,,,,
44450,P-GG-IN-RC,GOOGLE,,,,,,
44451,P-GG-IN-RC,GOOGLE,,,,,,
44452,P-GG-IN-RC,GOOGLE,,,,,,
44453,P-GG-IN-RC,GOOGLE,,,,,,
44454,P-GG-IN-RC,GOOGLE,,,,,,
44455,P-GG-IN-RC,GOOGLE,,,,,,
44456,P-GG-IN-RC,GOOGLE,,,,,,
44457,P-GG-IN-RC,GOOGLE,,,,,,
44458,P-GG-IN-RC,GOOGLE,,,,,,
44459,P-GG-IN-RC,GOOGLE,,,,,,
44460,P-GG-IN-RC,GOOGLE,,,,,,
44461,P-GG-IN-RC,GOOGLE,,,,,,
44462,P-GG-IN-RC,GOOGLE,,,,,,
44463,P-GG-IN-RC,GOOGLE,,,,,,
44464,P-GG-IN-RC,GOOGLE,,,,,,
44465,P-GG-IN-RC,GOOGLE,,,,,,
44466,P-GG-IN-RC,GOOGLE,,,,,,
44467,P-GG-IN-RC,GOOGLE,,,,,,
44468,P-GG-IN-RC,GOOGLE,,,,,,
44469,P-GG-IN-RC,GOOGLE,,,,,,
44470,P-GG-IN-RC,GOOGLE,,,,,,
44471,P-GG-IN-RC,GOOGLE,,,,,,
44472,P-GG-IN-RC,GOOGLE,,,,,,
44473,P-GG-IN-RC,GOOGLE,,,,,,
44474,P-GG-IN-RC,GOOGLE,,,,,,
44475,P-GG-IN-RC,GOOGLE,,,,,,
44476,P-GG-IN-RC,GOOGLE,,,,,,
44477,P-GG-IN-RC,GOOGLE,,,,,,
44478,P-GG-IN-RC,GOOGLE,,,,,,
44479,P-GG-IN-RC,GOOGLE,,,,,,
44480,P-GG-IN-RC,GOOGLE,,,,,,
44481,P-GG-IN-RC,GOOGLE,,,,,,
44482,P-GG-IN-RC,GOOGLE,,,,,,
44483,P-GG-IN-RC,GOOGLE,,,,,,
44484,P-GG-IN-RC,GOOGLE,,,,,,
44485,P-GG-IN-RC,GOOGLE,,,,,,
44486,P-GG-IN-RC,GOOGLE,,,,,,
44487,P-GG-IN-RC,GOOGLE,,,,,,
44488,P-GG-IN-RC,GOOGLE,,,,,,
44489,P-GG-IN-RC,GOOGLE,,,,,,
44490,P-GG-IN-RC,GOOGLE,,,,,,
44491,P-GG-IN-RC,GOOGLE,,,,,,
44492,P-GG-IN-RC,GOOGLE,,,,,,
44493,P-GG-IN-RC,GOOGLE,,,,,,
44494,P-GG-IN-RC,GOOGLE,,,,,,
44495,P-GG-IN-RC,GOOGLE,,,,,,
44496,P-GG-IN-RC,GOOGLE,,,,,,
44497,P-GG-IN-RC,GOOGLE,,,,,,
44498,P-GG-IN-RC,GOOGLE,,,,,,
44499,P-GG-IN-RC,GOOGLE,,,,,,
44500,P-GG-IN-RC,GOOGLE,,,,,,
44501,P-GG-IN-RC,GOOGLE,,,,,,
44502,P-GG-IN-RC,GOOGLE,,,,,,
44503,P-GG-IN-RC,GOOGLE,,,,,,
44504,P-GG-IN-RC,GOOGLE,,,,,,
44505,P-GG-IN-RC,GOOGLE,,,,,,
44506,P-GG-IN-RC,GOOGLE,,,,,,
44507,P-GG-IN-RC,GOOGLE,,,,,,
44508,P-GG-IN-RC,GOOGLE,,,,,,
44509,P-GG-IN-RC,GOOGLE,,,,,,
44510,P-GG-IN-RC,GOOGLE,,,,,,
44511,P-GG-IN-RC,GOOGLE,,,,,,
44512,P-GG-IN-RC,GOOGLE,,,,,,
44513,P-GG-IN-RC,GOOGLE,,,,,,
44514,P-GG-IN-RC,GOOGLE,,,,,,
44515,P-GG-IN-RC,GOOGLE,,,,,,
44516,P-GG-IN-RC,GOOGLE,,,,,,
44517,P-GG-IN-RC,GOOGLE,,,,,,
44518,P-GG-IN-RC,GOOGLE,,,,,,
44519,P-GG-IN-RC,GOOGLE,,,,,,
44520,P-GG-IN-RC,GOOGLE,,,,,,
44521,P-GG-IN-RC,GOOGLE,,,,,,
44522,P-GG-IN-RC,GOOGLE,,,,,,
44523,P-GG-IN-RC,GOOGLE,,,,,,
44524,P-GG-IN-RC,GOOGLE,,,,,,
44525,P-GG-IN-RC,GOOGLE,,,,,,
44526,P-GG-IN-RC,GOOGLE,,,,,,
44527,P-GG-IN-RC,GOOGLE,,,,,,
44528,P-GG-IN-RC,GOOGLE,,,,,,
44529,P-GG-IN-RC,GOOGLE,,,,,,
44530,P-GG-IN-RC,GOOGLE,,,,,,
44531,P-GG-IN-RC,GOOGLE,,,,,,
44532,P-GG-IN-RC,GOOGLE,,,,,,
44533,P-GG-IN-RC,GOOGLE,,,,,,
44534,P-GG-IN-RC,GOOGLE,,,,,,
44535,P-GG-IN-RC,GOOGLE,,,,,,
44536,P-GG-IN-RC,GOOGLE,,,,,,
44537,P-GG-IN-RC,GOOGLE,,,,,,
44538,P-GG-IN-RC,GOOGLE,,,,,,
44539,P-GG-IN-RC,GOOGLE,,,,,,
44540,P-GG-IN-RC,GOOGLE,,,,,,
44541,P-GG-IN-RC,GOOGLE,,,,,,
44542,P-GG-IN-RC,GOOGLE,,,,,,
44543,P-GG-IN-RC,GOOGLE,,,,,,
44544,P-GG-IN-RC,GOOGLE,,,,,,
44545,P-GG-IN-RC,GOOGLE,,,,,,
44546,P-GG-IN-RC,GOOGLE,,,,,,
44547,P-GG-IN-RC,GOOGLE,,,,,,
44548,P-GG-IN-RC,GOOGLE,,,,,,
44549,P-GG-IN-RC,GOOGLE,,,,,,
44550,P-GG-IN-RC,GOOGLE,,,,,,
44551,P-GG-IN-RC,GOOGLE,,,,,,
44552,P-GG-IN-RC,GOOGLE,,,,,,
44553,P-GG-IN-RC,GOOGLE,,,,,,
44554,P-GG-IN-RC,GOOGLE,,,,,,
44555,P-GG-IN-RC,GOOGLE,,,,,,
44556,P-GG-IN-RC,GOOGLE,,,,,,
44557,P-GG-IN-RC,GOOGLE,,,,,,
44558,P-GG-IN-RC,GOOGLE,,,,,,
44559,P-GG-IN-RC,GOOGLE,,,,,,
44560,P-GG-IN-RC,GOOGLE,,,,,,
44561,P-GG-IN-RC,GOOGLE,,,,,,
44562,P-GG-IN-RC,GOOGLE,,,,,,
44563,P-GG-IN-RC,GOOGLE,,,,,,
44564,P-GG-IN-RC,GOOGLE,,,,,,
44565,P-GG-IN-RC,GOOGLE,,,,,,
44566,P-GG-IN-RC,GOOGLE,,,,,,
44567,P-GG-IN-RC,GOOGLE,,,,,,
44568,P-GG-IN-RC,GOOGLE,,,,,,
44569,P-GG-IN-RC,GOOGLE,,,,,,
44570,P-GG-IN-RC,GOOGLE,,,,,,
44571,P-GG-IN-RC,GOOGLE,,,,,,
44572,P-GG-IN-RC,GOOGLE,,,,,,
44573,P-GG-IN-RC,GOOGLE,,,,,,
44574,P-GG-IN-RC,GOOGLE,,,,,,
44575,P-GG-IN-RC,GOOGLE,,,,,,
44576,P-GG-IN-RC,GOOGLE,,,,,,
44577,P-GG-IN-RC,GOOGLE,,,,,,
44578,P-GG-IN-RC,GOOGLE,,,,,,
44579,P-GG-IN-RC,GOOGLE,,,,,,
44580,P-GG-IN-RC,GOOGLE,,,,,,
44581,P-GG-IN-RC,GOOGLE,,,,,,
44582,P-GG-IN-RC,GOOGLE,,,,,,
44583,P-GG-IN-RC,GOOGLE,,,,,,
44584,P-GG-IN-RC,GOOGLE,,,,,,
44585,P-GG-IN-RC,GOOGLE,,,,,,
44586,P-GG-IN-RC,GOOGLE,,,,,,
44587,P-GG-IN-RC,GOOGLE,,,,,,
44588,P-GG-IN-RC,GOOGLE,,,,,,
44589,P-GG-IN-RC,GOOGLE,,,,,,
44590,P-GG-IN-RC,GOOGLE,,,,,,
44591,P-GG-IN-RC,GOOGLE,,,,,,
44592,P-GG-IN-RC,GOOGLE,,,,,,
44593,P-GG-IN-RC,GOOGLE,,,,,,
44594,P-GG-IN-RC,GOOGLE,,,,,,
44595,P-GG-IN-RC,GOOGLE,,,,,,
44596,P-GG-IN-RC,GOOGLE,,,,,,
44597,P-GG-IN-RC,GOOGLE,,,,,,
44598,P-GG-IN-RC,GOOGLE,,,,,,
44599,P-GG-IN-RC,GOOGLE,,,,,,
44600,P-GG-IN-RC,GOOGLE,,,,,,
44601,P-GG-IN-RC,GOOGLE,,,,,,
44602,P-GG-IN-RC,GOOGLE,,,,,,
44603,P-GG-IN-RC,GOOGLE,,,,,,
44604,P-GG-IN-RC,GOOGLE,,,,,,
44605,P-GG-IN-RC,GOOGLE,,,,,,
44606,P-GG-IN-RC,GOOGLE,,,,,,
44607,P-GG-IN-RC,GOOGLE,,,,,,
44608,P-GG-IN-RC,GOOGLE,,,,,,
44609,P-GG-IN-RC,GOOGLE,,,,,,
44610,P-GG-IN-RC,GOOGLE,,,,,,
44611,P-GG-IN-RC,GOOGLE,,,,,,
44612,P-GG-IN-RC,GOOGLE,,,,,,
44613,P-GG-IN-RC,GOOGLE,,,,,,
44614,P-GG-IN-RC,GOOGLE,,,,,,
44615,P-GG-IN-RC,GOOGLE,,,,,,
44616,P-GG-IN-RC,GOOGLE,,,,,,
44617,P-GG-IN-RC,GOOGLE,,,,,,
44618,P-GG-IN-RC,GOOGLE,,,,,,
44619,P-GG-IN-RC,GOOGLE,,,,,,
44620,P-GG-IN-RC,GOOGLE,,,,,,
44621,P-GG-IN-RC,GOOGLE,,,,,,
44622,P-GG-IN-RC,GOOGLE,,,,,,
44623,P-GG-IN-RC,GOOGLE,,,,,,
44624,P-GG-IN-RC,GOOGLE,,,,,,
44625,P-GG-IN-RC,GOOGLE,,,,,,
44626,P-GG-IN-RC,GOOGLE,,,,,,
44627,P-GG-IN-RC,GOOGLE,,,,,,
44628,P-GG-IN-RC,GOOGLE,,,,,,
44629,P-GG-IN-RC,GOOGLE,,,,,,
44630,P-GG-IN-RC,GOOGLE,,,,,,
44631,P-GG-IN-RC,GOOGLE,,,,,,
44632,P-GG-IN-RC,GOOGLE,,,,,,
44633,P-GG-IN-RC,GOOGLE,,,,,,
44634,P-GG-IN-RC,GOOGLE,,,,,,
44635,P-GG-IN-RC,GOOGLE,,,,,,
44636,P-GG-IN-RC,GOOGLE,,,,,,
44637,P-GG-IN-RC,GOOGLE,,,,,,
44638,P-GG-IN-RC,GOOGLE,,,,,,
44639,P-GG-IN-RC,GOOGLE,,,,,,
44640,P-GG-IN-RC,GOOGLE,,,,,,
44641,P-GG-IN-RC,GOOGLE,,,,,,
44642,P-GG-IN-RC,GOOGLE,,,,,,
44643,P-GG-IN-RC,GOOGLE,,,,,,
44644,P-GG-IN-RC,GOOGLE,,,,,,
44645,P-GG-IN-RC,GOOGLE,,,,,,
44646,P-GG-IN-RC,GOOGLE,,,,,,
44647,P-GG-IN-RC,GOOGLE,,,,,,
44648,P-GG-IN-RC,GOOGLE,,,,,,
44649,P-GG-IN-RC,GOOGLE,,,,,,
44650,P-GG-IN-RC,GOOGLE,,,,,,
44651,P-GG-IN-RC,GOOGLE,,,,,,
44652,P-GG-IN-RC,GOOGLE,,,,,,
44653,P-GG-IN-RC,GOOGLE,,,,,,
44654,P-GG-IN-RC,GOOGLE,,,,,,
44655,P-GG-IN-RC,GOOGLE,,,,,,
44656,P-GG-IN-RC,GOOGLE,,,,,,
44657,P-GG-IN-RC,GOOGLE,,,,,,
44658,P-GG-IN-RC,GOOGLE,,,,,,
44659,P-GG-IN-RC,GOOGLE,,,,,,
44660,P-GG-IN-RC,GOOGLE,,,,,,
44661,P-GG-IN-RC,GOOGLE,,,,,,
44662,P-GG-IN-RC,GOOGLE,,,,,,
44663,P-GG-IN-RC,GOOGLE,,,,,,
44664,P-GG-IN-RC,GOOGLE,,,,,,
44665,P-GG-IN-RC,GOOGLE,,,,,,
44666,P-GG-IN-RC,GOOGLE,,,,,,
44667,P-GG-IN-RC,GOOGLE,,,,,,
44668,P-GG-IN-RC,GOOGLE,,,,,,
44669,P-GG-IN-RC,GOOGLE,,,,,,
44670,P-GG-IN-RC,GOOGLE,,,,,,
44671,P-GG-IN-RC,GOOGLE,,,,,,
44672,P-GG-IN-RC,GOOGLE,,,,,,
44673,P-GG-IN-RC,GOOGLE,,,,,,
44674,P-GG-IN-RC,GOOGLE,,,,,,
44675,P-GG-IN-RC,GOOGLE,,,,,,
44676,P-GG-IN-RC,GOOGLE,,,,,,
44677,P-GG-IN-RC,GOOGLE,,,,,,
44678,P-GG-IN-RC,GOOGLE,,,,,,
44679,P-GG-IN-RC,GOOGLE,,,,,,
44680,P-GG-IN-RC,GOOGLE,,,,,,
44681,P-GG-IN-RC,GOOGLE,,,,,,
44682,P-GG-IN-RC,GOOGLE,,,,,,
44683,P-GG-IN-RC,GOOGLE,,,,,,
44684,P-GG-IN-RC,GOOGLE,,,,,,
44685,P-GG-IN-RC,GOOGLE,,,,,,
44686,P-GG-IN-RC,GOOGLE,,,,,,
44687,P-GG-IN-RC,GOOGLE,,,,,,
44688,P-GG-IN-RC,GOOGLE,,,,,,
44689,P-GG-IN-RC,GOOGLE,,,,,,
44690,P-GG-IN-RC,GOOGLE,,,,,,
44691,P-GG-IN-RC,GOOGLE,,,,,,
44692,P-GG-IN-RC,GOOGLE,,,,,,
44693,P-GG-IN-RC,GOOGLE,,,,,,
44694,P-GG-IN-RC,GOOGLE,,,,,,
44695,P-GG-IN-RC,GOOGLE,,,,,,
44696,P-GG-IN-RC,GOOGLE,,,,,,
44697,P-GG-IN-RC,GOOGLE,,,,,,
44698,P-GG-IN-RC,GOOGLE,,,,,,
44699,P-GG-IN-RC,GOOGLE,,,,,,
44700,P-GG-IN-RC,GOOGLE,,,,,,
44701,P-GG-IN-RC,GOOGLE,,,,,,
44702,P-GG-IN-RC,GOOGLE,,,,,,
44703,P-GG-IN-RC,GOOGLE,,,,,,
44704,P-GG-IN-RC,GOOGLE,,,,,,
44705,P-GG-IN-RC,GOOGLE,,,,,,
44706,P-GG-IN-RC,GOOGLE,,,,,,
44707,P-GG-IN-RC,GOOGLE,,,,,,
44708,P-GG-IN-RC,GOOGLE,,,,,,
44709,P-GG-IN-RC,GOOGLE,,,,,,
44710,P-GG-IN-RC,GOOGLE,,,,,,
44711,P-GG-IN-RC,GOOGLE,,,,,,
44712,P-GG-IN-RC,GOOGLE,,,,,,
44713,P-GG-IN-RC,GOOGLE,,,,,,
44714,P-GG-IN-RC,GOOGLE,,,,,,
44715,P-GG-IN-RC,GOOGLE,,,,,,
44716,P-GG-IN-RC,GOOGLE,,,,,,
44717,P-GG-IN-RC,GOOGLE,,,,,,
44718,P-GG-IN-RC,GOOGLE,,,,,,
44719,P-GG-IN-RC,GOOGLE,,,,,,
44720,P-GG-IN-RC,GOOGLE,,,,,,
44721,P-GG-IN-RC,GOOGLE,,,,,,
44722,P-GG-IN-RC,GOOGLE,,,,,,
44723,P-GG-IN-RC,GOOGLE,,,,,,
44724,P-GG-IN-RC,GOOGLE,,,,,,
44725,P-GG-IN-RC,GOOGLE,,,,,,
44726,P-GG-IN-RC,GOOGLE,,,,,,
44727,P-GG-IN-RC,GOOGLE,,,,,,
44728,P-GG-IN-RC,GOOGLE,,,,,,
44729,P-GG-IN-RC,GOOGLE,,,,,,
44730,P-GG-IN-RC,GOOGLE,,,,,,
44731,P-GG-IN-RC,GOOGLE,,,,,,
44732,P-GG-IN-RC,GOOGLE,,,,,,
44733,P-GG-IN-RC,GOOGLE,,,,,,
44734,P-GG-IN-RC,GOOGLE,,,,,,
44735,P-GG-IN-RC,GOOGLE,,,,,,
44736,P-GG-IN-RC,GOOGLE,,,,,,
44737,P-GG-IN-RC,GOOGLE,,,,,,
44738,P-GG-IN-RC,GOOGLE,,,,,,
44739,P-GG-IN-RC,GOOGLE,,,,,,
44740,P-GG-IN-RC,GOOGLE,,,,,,
44741,P-GG-IN-RC,GOOGLE,,,,,,
44742,P-GG-IN-RC,GOOGLE,,,,,,
44743,P-GG-IN-RC,GOOGLE,,,,,,
44744,P-GG-IN-RC,GOOGLE,,,,,,
44745,P-GG-IN-RC,GOOGLE,,,,,,
44746,P-GG-IN-RC,GOOGLE,,,,,,
44747,P-GG-IN-RC,GOOGLE,,,,,,
44748,P-GG-IN-RC,GOOGLE,,,,,,
44749,P-GG-IN-RC,GOOGLE,,,,,,
44750,P-GG-IN-RC,GOOGLE,,,,,,
44751,P-GG-IN-RC,GOOGLE,,,,,,
44752,P-GG-IN-RC,GOOGLE,,,,,,
44753,P-GG-IN-RC,GOOGLE,,,,,,
44754,P-GG-IN-RC,GOOGLE,,,,,,
44755,P-GG-IN-RC,GOOGLE,,,,,,
44756,P-GG-IN-RC,GOOGLE,,,,,,
44757,P-GG-IN-RC,GOOGLE,,,,,,
44758,P-GG-IN-RC,GOOGLE,,,,,,
44759,P-GG-IN-RC,GOOGLE,,,,,,
44760,P-GG-IN-RC,GOOGLE,,,,,,
44761,P-GG-IN-RC,GOOGLE,,,,,,
44762,P-GG-IN-RC,GOOGLE,,,,,,
44763,P-GG-IN-RC,GOOGLE,,,,,,
44764,P-GG-IN-RC,GOOGLE,,,,,,
44765,P-GG-IN-RC,GOOGLE,,,,,,
44766,P-GG-IN-RC,GOOGLE,,,,,,
44767,P-GG-IN-RC,GOOGLE,,,,,,
44768,P-GG-IN-RC,GOOGLE,,,,,,
44769,P-GG-IN-RC,GOOGLE,,,,,,
44770,P-GG-IN-RC,GOOGLE,,,,,,
44771,P-GG-IN-RC,GOOGLE,,,,,,
44772,P-GG-IN-RC,GOOGLE,,,,,,
44773,P-GG-IN-RC,GOOGLE,,,,,,
44774,P-GG-IN-RC,GOOGLE,,,,,,
44775,P-GG-IN-RC,GOOGLE,,,,,,
44776,P-GG-IN-RC,GOOGLE,,,,,,
44777,P-GG-IN-RC,GOOGLE,,,,,,
44778,P-GG-IN-RC,GOOGLE,,,,,,
44779,P-GG-IN-RC,GOOGLE,,,,,,
44780,P-GG-IN-RC,GOOGLE,,,,,,
44781,P-GG-IN-RC,GOOGLE,,,,,,
44782,P-GG-IN-RC,GOOGLE,,,,,,
44783,P-GG-IN-RC,GOOGLE,,,,,,
44784,P-GG-IN-RC,GOOGLE,,,,,,
44785,P-GG-IN-RC,GOOGLE,,,,,,
44786,P-GG-IN-RC,GOOGLE,,,,,,
44787,P-GG-IN-RC,GOOGLE,,,,,,
44788,P-GG-IN-RC,GOOGLE,,,,,,
44789,P-GG-IN-RC,GOOGLE,,,,,,
44790,P-GG-IN-RC,GOOGLE,,,,,,
44791,P-GG-IN-RC,GOOGLE,,,,,,
44792,P-GG-IN-RC,GOOGLE,,,,,,
44793,P-GG-IN-RC,GOOGLE,,,,,,
44794,P-GG-IN-RC,GOOGLE,,,,,,
44795,P-GG-IN-RC,GOOGLE,,,,,,
44796,P-GG-IN-RC,GOOGLE,,,,,,
44797,P-GG-IN-RC,GOOGLE,,,,,,
44798,P-GG-IN-RC,GOOGLE,,,,,,
44799,P-GG-IN-RC,GOOGLE,,,,,,
44800,P-GG-IN-RC,GOOGLE,,,,,,
44801,P-GG-IN-RC,GOOGLE,,,,,,
44802,P-GG-IN-RC,GOOGLE,,,,,,
44803,P-GG-IN-RC,GOOGLE,,,,,,
44804,P-GG-IN-RC,GOOGLE,,,,,,
44805,P-GG-IN-RC,GOOGLE,,,,,,
44806,P-GG-IN-RC,GOOGLE,,,,,,
44807,P-GG-IN-RC,GOOGLE,,,,,,
44808,P-GG-IN-RC,GOOGLE,,,,,,
44809,P-GG-IN-RC,GOOGLE,,,,,,
44810,P-GG-IN-RC,GOOGLE,,,,,,
44811,P-GG-IN-RC,GOOGLE,,,,,,
44812,P-GG-IN-RC,GOOGLE,,,,,,
44813,P-GG-IN-RC,GOOGLE,,,,,,
44814,P-GG-IN-RC,GOOGLE,,,,,,
44815,P-GG-IN-RC,GOOGLE,,,,,,
44816,P-GG-IN-RC,GOOGLE,,,,,,
44817,P-GG-IN-RC,GOOGLE,,,,,,
44818,P-GG-IN-RC,GOOGLE,,,,,,
44819,P-GG-IN-RC,GOOGLE,,,,,,
44820,P-GG-IN-RC,GOOGLE,,,,,,
44821,P-GG-IN-RC,GOOGLE,,,,,,
44822,P-GG-IN-RC,GOOGLE,,,,,,
44823,P-GG-IN-RC,GOOGLE,,,,,,
44824,P-GG-IN-RC,GOOGLE,,,,,,
44825,P-GG-IN-RC,GOOGLE,,,,,,
44826,P-GG-IN-RC,GOOGLE,,,,,,
44827,P-GG-IN-RC,GOOGLE,,,,,,
44828,P-GG-IN-RC,GOOGLE,,,,,,
44829,P-GG-IN-RC,GOOGLE,,,,,,
44830,P-GG-IN-RC,GOOGLE,,,,,,
44831,P-GG-IN-RC,GOOGLE,,,,,,
44832,P-GG-IN-RC,GOOGLE,,,,,,
44833,P-GG-IN-RC,GOOGLE,,,,,,
44834,P-GG-IN-RC,GOOGLE,,,,,,
44835,P-GG-IN-RC,GOOGLE,,,,,,
44836,P-GG-IN-RC,GOOGLE,,,,,,
44837,P-GG-IN-RC,GOOGLE,,,,,,
44838,P-GG-IN-RC,GOOGLE,,,,,,
44839,P-GG-IN-RC,GOOGLE,,,,,,
44840,P-GG-IN-RC,GOOGLE,,,,,,
44841,P-GG-IN-RC,GOOGLE,,,,,,
44842,P-GG-IN-RC,GOOGLE,,,,,,
44843,P-GG-IN-RC,GOOGLE,,,,,,
44844,P-GG-IN-RC,GOOGLE,,,,,,
44845,P-GG-IN-RC,GOOGLE,,,,,,
44846,P-GG-IN-RC,GOOGLE,,,,,,
44847,P-GG-IN-RC,GOOGLE,,,,,,
44848,P-GG-IN-RC,GOOGLE,,,,,,
44849,P-GG-IN-RC,GOOGLE,,,,,,
44850,P-GG-IN-RC,GOOGLE,,,,,,
44851,P-GG-IN-RC,GOOGLE,,,,,,
44852,P-GG-IN-RC,GOOGLE,,,,,,
44853,P-GG-IN-RC,GOOGLE,,,,,,
44854,P-GG-IN-RC,GOOGLE,,,,,,
44855,P-GG-IN-RC,GOOGLE,,,,,,
44856,P-GG-IN-RC,GOOGLE,,,,,,
44857,P-GG-IN-RC,GOOGLE,,,,,,
44858,P-GG-IN-RC,GOOGLE,,,,,,
44859,P-GG-IN-RC,GOOGLE,,,,,,
44860,P-GG-IN-RC,GOOGLE,,,,,,
44861,P-GG-IN-RC,GOOGLE,,,,,,
44862,P-GG-IN-RC,GOOGLE,,,,,,
44863,P-GG-IN-RC,GOOGLE,,,,,,
44864,P-GG-IN-RC,GOOGLE,,,,,,
44865,P-GG-IN-RC,GOOGLE,,,,,,
44866,P-GG-IN-RC,GOOGLE,,,,,,
44867,P-GG-IN-RC,GOOGLE,,,,,,
44868,P-GG-IN-RC,GOOGLE,,,,,,
44869,P-GG-IN-RC,GOOGLE,,,,,,
44870,P-GG-IN-RC,GOOGLE,,,,,,
44871,P-GG-IN-RC,GOOGLE,,,,,,
44872,P-GG-IN-RC,GOOGLE,,,,,,
44873,P-GG-IN-RC,GOOGLE,,,,,,
44874,P-GG-IN-RC,GOOGLE,,,,,,
44875,P-GG-IN-RC,GOOGLE,,,,,,
44876,P-GG-IN-RC,GOOGLE,,,,,,
44877,P-GG-IN-RC,GOOGLE,,,,,,
44878,P-GG-IN-RC,GOOGLE,,,,,,
44879,P-GG-IN-RC,GOOGLE,,,,,,
44880,P-GG-IN-RC,GOOGLE,,,,,,
44881,P-GG-IN-RC,GOOGLE,,,,,,
44882,P-GG-IN-RC,GOOGLE,,,,,,
44883,P-GG-IN-RC,GOOGLE,,,,,,
44884,P-GG-IN-RC,GOOGLE,,,,,,
44885,P-GG-IN-RC,GOOGLE,,,,,,
44886,P-GG-IN-RC,GOOGLE,,,,,,
44887,P-GG-IN-RC,GOOGLE,,,,,,
44888,P-GG-IN-RC,GOOGLE,,,,,,
44889,P-GG-IN-RC,GOOGLE,,,,,,
44890,P-GG-IN-RC,GOOGLE,,,,,,
44891,P-GG-IN-RC,GOOGLE,,,,,,
44892,P-GG-IN-RC,GOOGLE,,,,,,
44893,P-GG-IN-RC,GOOGLE,,,,,,
44894,P-GG-IN-RC,GOOGLE,,,,,,
44895,P-GG-IN-RC,GOOGLE,,,,,,
44896,P-GG-IN-RC,GOOGLE,,,,,,
44897,P-GG-IN-RC,GOOGLE,,,,,,
44898,P-GG-IN-RC,GOOGLE,,,,,,
44899,P-GG-IN-RC,GOOGLE,,,,,,
44900,P-GG-IN-RC,GOOGLE,,,,,,
44901,P-GG-IN-RC,GOOGLE,,,,,,
44902,P-GG-IN-RC,GOOGLE,,,,,,
44903,P-GG-IN-RC,GOOGLE,,,,,,
44904,P-GG-IN-RC,GOOGLE,,,,,,
44905,P-GG-IN-RC,GOOGLE,,,,,,
44906,P-GG-IN-RC,GOOGLE,,,,,,
44907,P-GG-IN-RC,GOOGLE,,,,,,
44908,P-GG-IN-RC,GOOGLE,,,,,,
44909,P-GG-IN-RC,GOOGLE,,,,,,
44910,P-GG-IN-RC,GOOGLE,,,,,,
44911,P-GG-IN-RC,GOOGLE,,,,,,
44912,P-GG-IN-RC,GOOGLE,,,,,,
44913,P-GG-IN-RC,GOOGLE,,,,,,
44914,P-GG-IN-RC,GOOGLE,,,,,,
44915,P-GG-IN-RC,GOOGLE,,,,,,
44916,P-GG-IN-RC,GOOGLE,,,,,,
44917,P-GG-IN-RC,GOOGLE,,,,,,
44918,P-GG-IN-RC,GOOGLE,,,,,,
44919,P-GG-IN-RC,GOOGLE,,,,,,
44920,P-GG-IN-RC,GOOGLE,,,,,,
44921,P-GG-IN-RC,GOOGLE,,,,,,
44922,P-GG-IN-RC,GOOGLE,,,,,,
44923,P-GG-IN-RC,GOOGLE,,,,,,
44924,P-GG-IN-RC,GOOGLE,,,,,,
44925,P-GG-IN-RC,GOOGLE,,,,,,
44926,P-GG-IN-RC,GOOGLE,,,,,,
44927,P-GG-IN-RC,GOOGLE,,,,,,
44928,P-GG-IN-RC,GOOGLE,,,,,,
44929,P-GG-IN-RC,GOOGLE,,,,,,
44930,P-GG-IN-RC,GOOGLE,,,,,,
44931,P-GG-IN-RC,GOOGLE,,,,,,
44932,P-GG-IN-RC,GOOGLE,,,,,,
44933,P-GG-IN-RC,GOOGLE,,,,,,
44934,P-GG-IN-RC,GOOGLE,,,,,,
44935,P-GG-IN-RC,GOOGLE,,,,,,
44936,P-GG-IN-RC,GOOGLE,,,,,,
44937,P-GG-IN-RC,GOOGLE,,,,,,
44938,P-GG-IN-RC,GOOGLE,,,,,,
44939,P-GG-IN-RC,GOOGLE,,,,,,
44940,P-GG-IN-RC,GOOGLE,,,,,,
44941,P-GG-IN-RC,GOOGLE,,,,,,
44942,P-GG-IN-RC,GOOGLE,,,,,,
44943,P-GG-IN-RC,GOOGLE,,,,,,
44944,P-GG-IN-RC,GOOGLE,,,,,,
44945,P-GG-IN-RC,GOOGLE,,,,,,
44946,P-GG-IN-RC,GOOGLE,,,,,,
44947,P-GG-IN-RC,GOOGLE,,,,,,
